0.0000000000e+00	2.7198359694e-01	7.2814095793e-08 
6.2862576380e-01	2.7189551233e-01	5.8610763494e-08 
1.2569906959e+00	2.7182483565e-01	5.1791093221e-08 
1.8851610217e+00	2.7185471080e-01	4.8026811909e-08 
2.5136353508e+00	2.7201093618e-01	4.5698583163e-08 
3.1425497588e+00	2.7223314305e-01	4.3956747243e-08 
3.7714421078e+00	2.7245283511e-01	4.1342414572e-08 
4.3983189248e+00	2.7263676282e-01	3.7406706014e-08 
5.0280687069e+00	2.7280459759e-01	3.3031007779e-08 
5.6549500185e+00	2.7297945082e-01	2.9067082285e-08 
6.2838535964e+00	2.7313365686e-01	2.6207361475e-08 
6.9127746292e+00	2.7327193343e-01	2.4584525697e-08 
7.5412498492e+00	2.7360183689e-01	2.3541899847e-08 
8.1694495039e+00	2.7387545884e-01	2.2727838305e-08 
8.7978697239e+00	2.7406637199e-01	2.2131268067e-08 
9.4251898217e+00	2.7420286370e-01	2.1533012598e-08 
1.0054074589e+01	2.7425688866e-01	2.0652987747e-08 
1.0682502151e+01	2.7422979385e-01	1.9356615866e-08 
1.1310714491e+01	2.7411311007e-01	1.7915587551e-08 
1.1939203928e+01	2.7391512522e-01	1.6739368029e-08 
1.2566565941e+01	2.7365757020e-01	1.5813453928e-08 
1.3195472791e+01	2.7336211824e-01	1.4825493130e-08 
1.3823932753e+01	2.7312551530e-01	1.3619394918e-08 
1.4452161073e+01	2.7290075705e-01	1.2291747491e-08 
1.5080652618e+01	2.7261576758e-01	1.1152785006e-08 
1.5708028803e+01	2.7230293499e-01	1.0434515494e-08 
1.6336956270e+01	2.7200663438e-01	1.0027544644e-08 
1.6965436814e+01	2.7202702091e-01	9.7097294033e-09 
1.7593656057e+01	2.7210412815e-01	9.4145962756e-09 
1.8222104550e+01	2.7223593569e-01	9.1449454259e-09 
1.8851007243e+01	2.7240734092e-01	8.8340838848e-09 
1.9478365893e+01	2.7257833835e-01	8.3551265192e-09 
2.0106834455e+01	2.7272163901e-01	7.6930709249e-09 
2.0735072186e+01	2.7282653643e-01	7.0357825356e-09 
2.1363560405e+01	2.7288363347e-01	6.5575668819e-09 
2.1992479455e+01	2.7296862277e-01	6.2355136503e-09 
2.2619836415e+01	2.7303528340e-01	5.9189361720e-09 
2.3248306156e+01	2.7306930451e-01	5.4947603358e-09 
2.3876548750e+01	2.7307915951e-01	5.0099245291e-09 
2.4505048220e+01	2.7306060817e-01	4.6082959372e-09 
2.5133986937e+01	2.7300858628e-01	4.3626767545e-09 
2.5761364474e+01	2.7292144205e-01	4.2346870785e-09 
2.6389851115e+01	2.7296856581e-01	4.1578743663e-09 
2.7018084991e+01	2.7305502970e-01	4.0906686617e-09 
2.7646553594e+01	2.7312815884e-01	4.0008409943e-09 
2.8275472344e+01	2.7317725893e-01	3.8311728765e-09 
2.8902842522e+01	2.7319252214e-01	3.5304171963e-09 
2.9531333205e+01	2.7316852909e-01	3.1328163770e-09 
3.0159584596e+01	2.7310422472e-01	2.7603669947e-09 
3.0788077268e+01	2.7300553200e-01	2.5249799656e-09 
3.1417002451e+01	2.7288323426e-01	2.4404496036e-09 
3.2044364521e+01	2.7275748788e-01	2.4198539618e-09 
3.2672837178e+01	2.7264583269e-01	2.3707390370e-09 
3.3301084857e+01	2.7254490574e-01	2.2720996771e-09 
3.3929588862e+01	2.7245311229e-01	2.1510950528e-09 
3.4558532640e+01	2.7236963728e-01	2.0277058977e-09 
3.5185915200e+01	2.7229259066e-01	1.9038003359e-09 
3.5814406743e+01	2.7234372792e-01	1.7885364226e-09 
3.6442651002e+01	2.7244304563e-01	1.7046821725e-09 
3.7071135382e+01	2.7257078771e-01	1.6534096888e-09 
3.7700065468e+01	2.7270319947e-01	1.5978254880e-09 
3.8327441723e+01	2.7281937047e-01	1.4975975175e-09 
3.8955934595e+01	2.7290710813e-01	1.3538084839e-09 
3.9584193475e+01	2.7296456028e-01	1.2116429606e-09 
4.0212694136e+01	2.7299081518e-01	1.1171027033e-09 
4.0841628491e+01	2.7298876393e-01	1.0781219780e-09 
4.1470556579e+01	2.7296815812e-01	1.0661228401e-09 
4.2097477980e+01	2.7293488294e-01	1.0491123608e-09 
4.2725730047e+01	2.7289647849e-01	1.0144256634e-09 
4.3354237101e+01	2.7284053174e-01	9.6484826701e-10 
4.3983184218e+01	2.7277037999e-01	9.0559216466e-10 
4.4612127916e+01	2.7272290460e-01	8.4120693994e-10 
4.5239064297e+01	2.7270982684e-01	7.8202269365e-10 
4.5867315099e+01	2.7271874934e-01	7.4118996193e-10 
4.6495810085e+01	2.7273999855e-01	7.2089931318e-10 
4.7124747910e+01	2.7276273788e-01	7.0393460099e-10 
4.7753686140e+01	2.7277962765e-01	6.6755271697e-10 
4.8380621535e+01	2.7278832736e-01	6.0756610490e-10 
