0.0000000000e+00	1.0129024740e-02	7.2814095793e-08 
6.2861664760e-01	1.0128894749e-02	7.3851102694e-08 
1.2569574163e+00	1.0129663955e-02	7.5113209916e-08 
1.8850926800e+00	1.0130448103e-02	7.5871852621e-08 
2.5135302701e+00	1.0131248202e-02	7.6638378245e-08 
3.1424132714e+00	1.0132412718e-02	7.8026352683e-08 
3.7712634096e+00	1.0133477044e-02	7.8800865011e-08 
4.3996478526e+00	1.0134775140e-02	7.7820293803e-08 
5.0277798933e+00	1.0136332784e-02	7.6502660385e-08 
5.6561655580e+00	1.0138156844e-02	7.6186554828e-08 
6.2834631473e+00	1.0140219365e-02	7.7161721862e-08 
6.9123454038e+00	1.0142517537e-02	7.9068926627e-08 
7.5407619234e+00	1.0144763162e-02	8.0680654411e-08 
8.1688811027e+00	1.0146592077e-02	8.1894065479e-08 
8.7972129480e+00	1.0147795046e-02	8.3806396914e-08 
9.4260067719e+00	1.0148158786e-02	8.6174805105e-08 
1.0053259578e+01	1.0147509743e-02	8.7733484714e-08 
1.0681594708e+01	1.0145792185e-02	8.7529189613e-08 
1.1311269771e+01	1.0142690490e-02	8.6169651438e-08 
1.1938112804e+01	1.0138550007e-02	8.5651936821e-08 
1.2566967718e+01	1.0133935376e-02	8.6614521200e-08 
1.3195786647e+01	1.0129522715e-02	8.7805362361e-08 
1.3824135657e+01	1.0125539007e-02	8.8538348278e-08 
1.4452246867e+01	1.0122227954e-02	8.9153389966e-08 
1.5080629417e+01	1.0119689314e-02	9.0417471152e-08 
1.5709483972e+01	1.0118407173e-02	9.2871643529e-08 
1.6336805682e+01	1.0118657447e-02	9.5270745323e-08 
1.6965215374e+01	1.0120405491e-02	9.6004953677e-08 
1.7593318490e+01	1.0123415483e-02	9.5841752892e-08 
1.8221625246e+01	1.0127038308e-02	9.6427597575e-08 
1.8850401212e+01	1.0130883558e-02	9.8229340725e-08 
1.9479207539e+01	1.0134568897e-02	1.0009058394e-07 
2.0107545607e+01	1.0137782919e-02	1.0050179581e-07 
2.0735643963e+01	1.0140409817e-02	1.0018022769e-07 
2.1364017233e+01	1.0142334094e-02	1.0095982623e-07 
2.1991291228e+01	1.0143465677e-02	1.0285631797e-07 
2.2620084949e+01	1.0143736184e-02	1.0462203810e-07 
2.3248404240e+01	1.0143183704e-02	1.0502971926e-07 
2.3876496970e+01	1.0141665938e-02	1.0444681809e-07 
2.4504874564e+01	1.0140516999e-02	1.0507314716e-07 
2.5133723622e+01	1.0140630587e-02	1.0764367377e-07 
2.5762578755e+01	1.0141240444e-02	1.1049772848e-07 
2.6389398322e+01	1.0141985484e-02	1.1234709061e-07 
2.7019038400e+01	1.0142838982e-02	1.1347540286e-07 
2.7647326466e+01	1.0143440936e-02	1.1523223138e-07 
2.8274533468e+01	1.0143568937e-02	1.1784221247e-07 
2.8903331718e+01	1.0143001675e-02	1.1925234072e-07 
2.9531657819e+01	1.0141432045e-02	1.1818193009e-07 
3.0159731234e+01	1.0138728790e-02	1.1597145795e-07 
3.0788070547e+01	1.0135077232e-02	1.1502657465e-07 
3.1416870058e+01	1.0130901960e-02	1.1680136003e-07 
3.2045630120e+01	1.0126672053e-02	1.2010890777e-07 
3.2673914544e+01	1.0122731430e-02	1.2283456668e-07 
3.3301985317e+01	1.0119324309e-02	1.2507531177e-07 
3.3930356613e+01	1.0117125083e-02	1.2821992260e-07 
3.4557644739e+01	1.0116452726e-02	1.3213472441e-07 
3.5186467566e+01	1.0117575652e-02	1.3473232343e-07 
3.5814813719e+01	1.0120754506e-02	1.3428147052e-07 
3.6442874319e+01	1.0125641882e-02	1.3217985833e-07 
3.7071161570e+01	1.0131528683e-02	1.3155842845e-07 
3.7699923631e+01	1.0137580223e-02	1.3343669753e-07 
3.8328722608e+01	1.0143103047e-02	1.3602044779e-07 
3.8957046707e+01	1.0147738492e-02	1.3739158376e-07 
3.9585097997e+01	1.0151284232e-02	1.3790000496e-07 
4.0213399157e+01	1.0153632250e-02	1.3964713668e-07 
4.0842173135e+01	1.0154612147e-02	1.4330644632e-07 
4.1469355638e+01	1.0154053826e-02	1.4665541374e-07 
4.2097603978e+01	1.0151869401e-02	1.4778400210e-07 
4.2727212013e+01	1.0148422409e-02	1.4777068641e-07 
4.3354013091e+01	1.0144189471e-02	1.4906357874e-07 
4.3982842451e+01	1.0139688145e-02	1.5235675234e-07 
4.4611632435e+01	1.0135884970e-02	1.5549972864e-07 
4.5239941439e+01	1.0132850337e-02	1.5637755773e-07 
4.5867976366e+01	1.0130684897e-02	1.5603773704e-07 
4.6496253190e+01	1.0129472954e-02	1.5712581395e-07 
4.7125010860e+01	1.0128975561e-02	1.6039585648e-07 
4.7752248874e+01	1.0128788524e-02	1.6360303209e-07 
4.8380559178e+01	1.0128797338e-02	1.6419309088e-07 
4.9010145958e+01	1.0128772643e-02	1.6301067453e-07 
4.9638409927e+01	1.0128494215e-02	1.6347830424e-07 
5.0265599159e+01	1.0128122459e-02	1.6694839519e-07 
5.0894331581e+01	1.0128195011e-02	1.7136637662e-07 
5.1522565979e+01	1.0128269434e-02	1.7439477943e-07 
5.2150586521e+01	1.0128412231e-02	1.7656222386e-07 
5.2778922020e+01	1.0128318777e-02	1.8022287924e-07 
5.3407725650e+01	1.0128336476e-02	1.8529669475e-07 
5.4036485724e+01	1.0128596277e-02	1.8831893353e-07 
5.4664760671e+01	1.0129520659e-02	1.8689638766e-07 
5.5292772578e+01	1.0131736762e-02	1.8300335898e-07 
5.5921039970e+01	1.0135322567e-02	1.8121336449e-07 
5.6549790131e+01	1.0140019884e-02	1.8389326954e-07 
5.7177022924e+01	1.0145069532e-02	1.8881538213e-07 
5.7805322185e+01	1.0149779612e-02	1.9293762000e-07 
5.8434879114e+01	1.0153641528e-02	1.9636864335e-07 
5.9063100159e+01	1.0156304413e-02	2.0104666953e-07 
5.9691805768e+01	1.0157806634e-02	2.0685622985e-07 
6.0318969146e+01	1.0157587166e-02	2.1056101718e-07 
6.0947187429e+01	1.0154842025e-02	2.0981169283e-07 
6.1576737943e+01	1.0149614345e-02	2.0686408994e-07 
6.2205028912e+01	1.0142658475e-02	2.0641267961e-07 
6.2832240864e+01	1.0135033965e-02	2.1017153146e-07 
